9:4:27:GALATES:1:2:390:ALEXANDRINUS-A:CLEMENT2:2.1 Εὐφράνθητι, στεῖρα ἡ οὐ τίκτουσα, ῥῆξον καὶ βόησον, ἡ οὐκ ὠδίνουσα, ὅτι πολλὰ τὰ τέκνα τῆς ἐρήμου μᾶλλον ἢ τῆς ἐχούσης τὸν ἄνδρα. ὃ εἶπεν· Εὐφράνθητι, στεῖρα ἡ οὐ τίκτουσα, ἡμᾶς εἶπεν· στεῖρα γὰρ ἦν ἡ ἐκκλησία ἡμῶν πρὸ τοῦ δοθῆναι αὐτῇ τέκνα.
2:10:23:MARC:1:2:390:ALEXANDRINUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:390:ALEXANDRINUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:410:EPHRAEMI-RESCRIPTUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:410:EPHRAEMI-RESCRIPTUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:420:WASHINGTONIANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:420:WASHINGTONIANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:430:BEZAE-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1550:STEPHANUS:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1550:STEPHANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1869:TISCHENDORF:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1894:SCRIVENER:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2010:SBL:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2010:SBL-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2012:NESTLE-ET-ALAND-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2018:ROBINSON-ET-PIERPONT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2019:BHP1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2019:BHP2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2020:KING-JAMES-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2021:SEBASTIEN-D-G:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:330:VATICANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:330:VATICANUS-B:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:330:VATICANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:430:BEZAE-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:1869:TISCHENDORF:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2010:SBL:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2010:SBL-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2012:NESTLE-ET-ALAND-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2019:BHP1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2019:BHP2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2021:SEBASTIEN-D-G:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:330:VATICANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:330:VATICANUS-B:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:330:VATICANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:430:BEZAE-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:430:BEZAE-B:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:1550:STEPHANUS:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:1550:STEPHANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:1869:TISCHENDORF:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:1894:SCRIVENER:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2010:SBL:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2010:SBL-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2012:NESTLE-ET-ALAND-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2018:ROBINSON-ET-PIERPONT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2019:BHP1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2019:BHP2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2020:KING-JAMES-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:4:2021:SEBASTIEN-D-G:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:0:2012:AP-CRITIQUE-NA28:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:330:VATICANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:330:VATICANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:390:ALEXANDRINUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:390:ALEXANDRINUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:410:EPHRAEMI-RESCRIPTUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:410:EPHRAEMI-RESCRIPTUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:420:WASHINGTONIANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:420:WASHINGTONIANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:430:BEZAE-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1550:STEPHANUS:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1550:STEPHANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1869:TISCHENDORF:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:1894:SCRIVENER:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2010:SBL:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2010:SBL-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2012:NESTLE-ET-ALAND-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2018:ROBINSON-ET-PIERPONT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2019:BHP1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2019:BHP2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2020:KING-JAMES-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:23:MARC:1:4:2021:SEBASTIEN-D-G:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
2:10:25:MARC:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:330:VATICANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:330:VATICANUS-B:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:330:VATICANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:430:BEZAE-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:1869:TISCHENDORF:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2010:SBL:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2010:SBL-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2012:NESTLE-ET-ALAND-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2019:BHP1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2019:BHP2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
3:18:24:LUC:1:4:2021:SEBASTIEN-D-G:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:410:EPHRAEMI-RESCRIPTUS-A:phrase1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:410:EPHRAEMI-RESCRIPTUS-A:phrase2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:410:EPHRAEMI-RESCRIPTUS-E:phrase1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:410:EPHRAEMI-RESCRIPTUS-E:phrase2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:420:WASHINGTONIANUS-A:phrase1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:420:WASHINGTONIANUS-A:phrase2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:420:WASHINGTONIANUS-E:phrase1:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:21:31:MATTHIEU:1:2:420:WASHINGTONIANUS-E:phrase2:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:2:410:EPHRAEMI-RESCRIPTUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:2:410:EPHRAEMI-RESCRIPTUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:2:420:WASHINGTONIANUS-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:2:420:WASHINGTONIANUS-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:2:430:BEZAE-A:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:2:430:BEZAE-E:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
1:19:24:MATTHIEU:1:4:1550:STEPHANUS:CLEMENT2:9.6 ἀγαπῶμεν οὖν ἀλλήλους, ὅπως ἔλθωμεν πάντες εἰς τὴν βασιλείαν τοῦ θεοῦ.
